tweet_id,timestamp,source,expanded_urls,name,favorites,retweets,jpg_url,img_num,rating,stage,predicted_breed,predicted_confidence
892177421306343426,2017-08-01 00:17:27,Twitter for iPhone,https://twitter.com/dog_rates/status/892177421306343426,Tilly,30058.0,5428.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,1.3,,Chihuahua,0.323581
891815181378084864,2017-07-31 00:18:03,Twitter for iPhone,https://twitter.com/dog_rates/status/891815181378084864,Archie,22626.0,3583.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,1.2,,Chihuahua,0.716012
891689557279858688,2017-07-30 15:58:51,Twitter for iPhone,https://twitter.com/dog_rates/status/891689557279858688,Darla,37973.0,7454.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1.0,1.3,,Labrador Retriever,0.168086
891327558926688256,2017-07-29 16:00:24,Twitter for iPhone,https://twitter.com/dog_rates/status/891327558926688256,Franklin,36254.0,8006.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2.0,1.2,,Basset,0.555712
891087950875897856,2017-07-29 00:08:17,Twitter for iPhone,https://twitter.com/dog_rates/status/891087950875897856,None,18276.0,2686.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1.0,1.3,,Chesapeake Bay Retriever,0.425595
890971913173991426,2017-07-28 16:27:12,Twitter for iPhone,https://twitter.com/dog_rates/status/890971913173991426,Jax,10647.0,1731.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1.0,1.3,,Appenzeller,0.34170300000000003
890729181411237888,2017-07-28 00:22:40,Twitter for iPhone,https://twitter.com/dog_rates/status/890729181411237888,None,58429.0,16293.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2.0,1.3,,Pomeranian,0.566142
890609185150312448,2017-07-27 16:25:51,Twitter for iPhone,https://twitter.com/dog_rates/status/890609185150312448,Zoey,25179.0,3730.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1.0,1.3,,Irish Terrier,0.487574
890240255349198849,2017-07-26 15:59:51,Twitter for iPhone,https://twitter.com/dog_rates/status/890240255349198849,Cassie,28693.0,6297.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1.0,1.4,doggo,Pembroke,0.511319
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,https://twitter.com/dog_rates/status/890006608113172480,Koda,27724.0,6335.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,1.3,,Samoyed,0.957979
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,https://twitter.com/dog_rates/status/889880896479866881,Bruno,25210.0,4303.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,1.3,,French Bulldog,0.377417
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,https://twitter.com/dog_rates/status/889665388333682689,None,43201.0,8623.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,1.3,puppo,Pembroke,0.966327
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,https://twitter.com/dog_rates/status/889638837579907072,Ted,24303.0,3852.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,1.2,,French Bulldog,0.99165
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,https://twitter.com/dog_rates/status/889531135344209921,Stuart,13665.0,1943.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,1.3,puppo,Golden Retriever,0.953442
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,https://twitter.com/dog_rates/status/889278841981685760,Oliver,22699.0,4595.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,1.3,,Whippet,0.626152
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,https://twitter.com/dog_rates/status/888917238123831296,Jim,26262.0,3872.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,1.2,,Golden Retriever,0.714719
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,https://twitter.com/dog_rates/status/888804989199671297,Zeke,23050.0,3658.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,1.3,,Golden Retriever,0.46976
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,https://twitter.com/dog_rates/status/888554962724278272,Ralphus,17784.0,2970.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,1.3,,Siberian Husky,0.700377
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,https://twitter.com/dog_rates/status/888078434458587136,Gerald,19656.0,2996.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,1.2,,French Bulldog,0.995026
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,https://twitter.com/dog_rates/status/887705289381826560,Jeffrey,27321.0,4666.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,1.3,,Basset,0.821664
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,https://twitter.com/dog_rates/status/887473957103951883,Canela,61840.0,15508.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,1.3,,Pembroke,0.809197
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,https://twitter.com/dog_rates/status/887343217045368832,None,30329.0,9098.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,1.3,,Mexican Hairless,0.330741
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,https://twitter.com/dog_rates/status/887101392804085760,None,27666.0,5149.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,1.2,,Samoyed,0.733942
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,https://twitter.com/dog_rates/status/886983233522544640,Maya,31251.0,6571.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,1.3,,Chihuahua,0.793469
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,https://twitter.com/dog_rates/status/886736880519319552,Mingus,10763.0,2734.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,1.3,,Kuvasz,0.309706
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,https://twitter.com/dog_rates/status/886366144734445568,Roscoe,19045.0,2720.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,1.2,pupper,French Bulldog,0.999201
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,https://twitter.com/dog_rates/status/886258384151887873,Waffles,25213.0,5449.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,1.3,,Pug,0.943575
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,https://twitter.com/dog_rates/status/885984800019947520,Jimbo,29367.0,5794.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,1.2,,Blenheim Spaniel,0.972494
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208,Maisey,32424.0,5517.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,1.3,,Pug,0.369275
885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,https://twitter.com/dog_rates/status/885518971528720385,None,18475.0,3215.0,,,1.4,,,
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885167619883638784,None,19714.0,3770.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,1.3,,Malamute,0.8124819999999999
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313,Earl,69216.0,15540.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,1.2,,Italian Greyhound,0.259916
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,https://twitter.com/dog_rates/status/884876753390489601,Lola,25050.0,4815.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,1.3,,Chow,0.822103
